ean,geko_variant_size_code,geko_variant_producer_code,geko_variant_stock_id,weight,gross_weight
5901477108860,G12009,5901477108860,1,47.00,50.00
5901477108877,G12010,5901477108877,1,50.00,60.00
5901477108884,G12011,5901477108884,1,50.00,53.00
5901477108891,G12012,5901477108891,1,50.00,52.00
5901477108907,G12013,5901477108907,1,50.00,60.00
5901477108914,G12014,5901477108914,1,50.00,60.00
5901477108921,G12015,5901477108921,1,51.00,54.00
5901477108938,G12016,5901477108938,1,50.00,60.00
5901477108945,G12017,5901477108945,1,70.00,75.00
5901477108952,G12018,5901477108952,1,77.00,0.00
5901477108969,G12019,5901477108969,1,65.00,65.00
5901477108976,G12020,5901477108976,1,77.00,77.00
5901477108983,G12021,5901477108983,1,70.00,80.00
5901477108990,G12022,5901477108990,1,93.00,0.00
5901477109003,G12024,5901477109003,1,109.00,114.00
5901477109010,G12027,5901477109010,1,160.00,170.00
5901477109027,G12030,5901477109027,1,220.00,230.00
5901477109034,G12032,5901477109034,1,220.00,230.00
5901477109041,G12108,5901477109041,1,80.00,85.00
5901477109058,G12109,5901477109058,1,80.00,83.00
5901477109065,G12110,5901477109065,1,100.00,110.00
5901477109072,G12111,5901477109072,1,120.00,125.00
5901477109089,G12112,5901477109089,1,105.00,110.00
5901477109096,G12113,5901477109096,1,120.00,120.00
5901477109102,G12114,5901477109102,1,120.00,125.00
5901477109119,G12115,5901477109119,1,120.00,130.00
5901477109126,G12116,5901477109126,1,140.00,145.00
5901477109133,G12117,5901477109133,1,140.00,150.00
5901477109140,G12118,5901477109140,1,145.00,150.00
5901477109157,G12119,5901477109157,1,125.00,130.00
5901477109164,G12121,5901477109164,1,145.00,150.00
5901477109171,G12122,5901477109171,1,210.00,215.00
5901477109188,G12124,5901477109188,1,220.00,224.00
5901477109195,G12127,5901477109195,1,350.00,360.00
5901477109201,G12130,5901477109201,1,370.00,387.00
5901477109218,G12132,5901477109218,1,400.00,420.00
5901477109225,G12208,5901477109225,1,47.00,50.00
5901477109232,G12209,5901477109232,1,48.00,50.00
5901477109249,G12210,5901477109249,1,50.00,55.00
5901477109256,G12211,5901477109256,1,70.00,71.00
5901477109263,G12212,5901477109263,1,50.00,53.00
5901477109270,G12213,5901477109270,1,50.00,50.00
5901477109287,G12214,5901477109287,1,60.00,63.00
5901477109294,G12215,5901477109294,1,55.00,57.00
5901477109300,G12216,5901477109300,1,60.00,62.00
5901477109317,G12217,5901477109317,1,70.00,71.00
5901477109324,G12218,5901477109324,1,60.00,62.00
5901477109331,G12219,5901477109331,1,63.00,65.00
5901477109348,G12221,5901477109348,1,70.00,70.00
5901477109355,G12222,5901477109355,1,100.00,110.00
5901477109362,G12224,5901477109362,1,107.00,112.00
5901477109379,G12227,5901477109379,1,189.00,195.00
5901477109386,G12230,5901477109386,1,220.00,230.00
5901477109393,G12232,5901477109393,1,224.00,234.00
5901477109522,G12518,5901477109522,1,60.00,65.00
5901477109591,G13007,5901477109591,1,27.00,30.00
5901477109607,G13008,5901477109607,1,22.00,25.00
5901477109621,G13010,5901477109621,1,30.00,31.00
5901477109645,G13012,5901477109645,1,50.00,52.00
5901477109652,G13013,5901477109652,1,60.00,63.00
5901477109669,G13014,5901477109669,1,50.00,52.00
5901477109966,G13410,5901477109966,1,400.00,400.00
5901477109973,G13420,5901477109973,1,510.00,535.00
5901477121135,G13425,5901477121135,1,610.00,630.00
5901477109980,G13430,5901477109980,1,60.00,70.00
5901477109997,G13440,5901477109997,1,60.00,61.00
5901477146282,G13441,5901477146282,1,50.00,51.00
5901477110009,G13450,5901477110009,1,20.00,21.00
5901477110016,G13460,5901477110016,1,55.00,58.00
5901477110023,G13471,5901477110023,1,110.00,120.00
5901477110030,G13473,5901477110030,1,196.00,206.00
5901477110047,G13477,5901477110047,1,390.00,400.00
5901477107948,G13483,5901477107948,1,95.00,100.00
5901477107955,G13484,5901477107955,1,95.00,100.00
5901477107962,G13485,5901477107962,1,128.00,134.00
5901477107979,G13486,5901477107979,1,98.00,103.00
5901477107986,G13487,5901477107986,1,100.00,110.00
5901477107993,G13488,5901477107993,1,120.00,121.00
5901477108006,G13489,5901477108006,1,169.00,174.00
5901477110054,G13500,5901477110054,1,400.00,440.00
5901477110061,G13510,5901477110061,1,850.00,890.00
5901477110078,G13520,5901477110078,1,220.00,240.00
5901477110085,G13530,5901477110085,1,230.00,250.00
5901477110092,G13540,5901477110092,1,325.00,375.00
5901477121128,G13545,5901477121128,1,1600.00,1640.00
5901477121159,G13546,5901477121159,1,1750.00,1800.00
5901477121142,G13549,5901477121142,1,115.00,120.00
5901477108013,G13550,5901477108013,1,200.00,225.00
5901477108020,G13560,5901477108020,1,250.00,270.00
5901477109676,G14017,5901477109676,1,200.00,210.00
5901477109683,G14019,5901477109683,1,200.00,210.00
5901477118388,G14021,5901477118388,1,200.00,210.00
5901477109690,G14022,5901477109690,1,200.00,210.00
5901477109706,G14024,5901477109706,1,200.00,200.00
5901477109713,G14027,5901477109713,1,220.00,240.00
5901477109720,G14030,5901477109720,1,240.00,260.00
5901477109737,G14032,5901477109737,1,240.00,260.00
5901477109744,G14034,5901477109744,1,300.00,320.00
5901477109751,G14035,5901477109751,1,220.00,0.00
5901477109768,G14036,5901477109768,1,400.00,400.00
5901477109775,G14038,5901477109775,1,400.00,420.00
5901477109782,G14041,5901477109782,1,300.00,330.00
5901477118395,G14055,5901477118395,1,1000.00,1000.00
5901477109805,G14060,5901477109805,1,1100.00,1200.00
5901477109812,G14065,5901477109812,1,1300.00,1400.00
5901477109829,G14080,5901477109829,1,2200.00,2400.00
5901477109836,G14085,5901477109836,1,2400.00,2600.00
5901477109843,G14117,5901477109843,1,190.00,200.00
5901477109850,G14119,5901477109850,1,229.00,229.00
5901477109867,G14122,5901477109867,1,330.00,670.00
5901477109874,G14124,5901477109874,1,200.00,200.00
5901477109881,G14127,5901477109881,1,220.00,240.00
5901477109898,G14130,5901477109898,1,240.00,260.00
5901477109904,G14132,5901477109904,1,240.00,260.00
5901477109911,G14134,5901477109911,1,300.00,320.00
5901477109928,G14135,5901477109928,1,300.00,320.00
5901477109935,G14136,5901477109935,1,400.00,420.00
5901477109942,G14138,5901477109942,1,400.00,420.00
5901477109959,G14141,5901477109959,1,450.00,475.00
5901477118401,G14165,5901477118401,1,1200.00,1200.00
5901477118418,G14180,5901477118418,1,2200.00,2400.00
5901477118425,G14185,5901477118425,1,2400.00,2600.00
5901477116681,G15000,5901477116681,1,25.00,27.00
5901477116698,G15001,5901477116698,1,25.00,28.00
5901477116704,G15002,5901477116704,1,34.00,36.00
5901477116711,G15003,5901477116711,1,32.00,35.00
5901477121098,G15010,5901477121098,1,42.00,52.00
5901477126680,G15011,5901477126680,1,21.00,22.00
5901477127694,G15012,5901477127694,1,25.00,26.00
5901477129957,G15020,5901477129957,1,180.00,190.00
5901477126369,G15100,5901477126369,1,200.00,220.00
5901477132049,G15109,5901477132049,1,1900.00,2320.00
5901477135194,G16017,5901477135194,1,70.00,80.00
5901477135200,G16019,5901477135200,1,152.00,152.00
5901477135217,G16021,5901477135217,1,100.00,120.00
5901477135224,G16022,5901477135224,1,188.00,188.00
5901477135231,G16024,5901477135231,1,10.00,10.00
5901477135248,G16026,5901477135248,1,325.00,325.00
5901477135255,G16027,5901477135255,1,10.00,10.00
5901477135262,G16030,5901477135262,1,10.00,10.00
5901477135279,G16032,5901477135279,1,435.00,435.00
5901477135286,G16034,5901477135286,1,485.00,485.00
5901477135293,G16036,5901477135293,1,540.00,540.00
5901477135309,G16038,5901477135309,1,535.00,535.00
5901477135316,G16041,5901477135316,1,745.00,745.00
5901477135323,G16046,5901477135323,1,965.00,965.00
5901477135330,G16050,5901477135330,1,1091.00,1091.00
5901477135347,G16055,5901477135347,1,1396.00,1396.00
5901477135354,G16060,5901477135354,1,1608.00,1608.00
5901477135361,G16065,5901477135361,1,2115.00,2115.00
5901477135378,G16070,5901477135378,1,2733.00,2733.00
5901477135385,G16075,5901477135385,1,2613.00,2613.00
5901477135392,G16080,5901477135392,1,3700.00,3700.00
5901477135408,G16085,5901477135408,1,3614.00,3614.00
5901477135675,G17000,5901477135675,1,615.00,650.00
5901477135682,G17001,5901477135682,1,660.00,730.00
5901477135699,G17002,5901477135699,1,700.00,750.00
5901477135705,G17003,5901477135705,1,810.00,850.00
5901477135712,G17004,5901477135712,1,945.00,1000.00
5901477105760,G20001,5901477105760,1,1130.00,1210.00
5901477105777,G20002,5901477105777,1,930.00,980.00
5901477105791,G20004,5901477105791,1,1000.00,1050.00
5901477105814,G20005,5901477105814,1,960.00,1010.00
5901477105784,G20006,5901477105784,1,2520.00,2720.00
5901477105807,G20008,5901477105807,1,1700.00,1800.00
5901477105821,G20010,5901477105821,1,880.00,980.00
5901477127182,G20012,5901477127182,1,480.00,500.00
5901477121036,G20015,5901477121036,1,1080.00,1150.00
5901477113574,G20016,5901477113574,1,46.00,48.00
5901477114397,G20050,5901477114397,1,480.00,500.00
5901477114403,G20051,5901477114403,1,210.00,230.00
5901477134630,G20070,5901477134630,1,450.00,600.00
5901477134647,G20071,5901477134647,1,500.00,690.00
5901477129223,G20100,5901477129223,1,240.00,320.00
5901477129230,G20101,5901477129230,1,240.00,300.00
5901477129216,G20102,5901477129216,1,140.00,160.00
5901477129247,G20103,5901477129247,1,220.00,270.00
5901477129261,G20110,5901477129261,1,1000.00,1050.00
5901477129278,G20111,5901477129278,1,1000.00,1050.00
5901477129285,G20112,5901477129285,1,40.00,50.00
5901477129292,G20113,5901477129292,1,100.00,107.00
5901477115592,G29971,5901477115592,1,360.00,380.00
5901477115608,G29972,5901477115608,1,400.00,420.00
5901477115615,G29982,5901477115615,1,790.00,810.00
5901477115622,G29984,5901477115622,1,920.00,950.00
5901477115639,G29992,5901477115639,1,1600.00,1700.00
5901477115646,G29994,5901477115646,1,2000.00,2050.00
5901477115653,G29995,5901477115653,1,2500.00,2600.00
5901477115660,G29996,5901477115660,1,2900.00,2950.00
5901477104916,G30001,5901477104916,1,410.00,440.00
5901477104923,G30002,5901477104923,1,750.00,800.00
5901477115530,G30003,5901477115530,1,695.00,740.00
5901477120466,G30005,5901477120466,1,480.00,500.00
5901477117602,G30006,5901477117602,1,200.00,220.00
5901477128875,G30007,5901477128875,1,120.00,130.00
5901477117824,G30020,5901477117824,1,880.00,900.00
5901477106545,G30030,5901477106545,1,130.00,140.00
5901477106552,G30031,5901477106552,1,1300.00,1300.00
5901477127748,G30032,5901477127748,1,360.00,400.00
5901477129346,G30033,5901477129346,1,750.00,970.00
5901477106170,G30042,5901477106170,1,110.00,120.00
5901477106194,G30060,5901477106194,1,700.00,720.00
5901477106569,G30101,5901477106569,1,5000.00,5500.00
5901477106576,G30102,5901477106576,1,5000.00,5500.00
5901477121364,G30106,5901477121364,1,8200.00,8750.00
5901477121371,G30108,5901477121371,1,9000.00,9000.00
5901477106583,G30110,5901477106583,1,110.00,120.00
5901477126352,G30116,5901477126352,1,11500.00,12000.00
5901477121418,G30118,5901477121418,1,10.00,15.00
5901477121401,G30119,5901477121401,1,8.00,12.00
5901477110368,G30120,5901477110368,1,1500.00,1680.00
5901477105845,G30251,5901477105845,1,840.00,880.00
5901477107573,G30300,5901477107573,1,700.00,730.00
5901477114366,G30301,5901477114366,1,750.00,800.00
5901477135828,G30304,5901477135828,1,710.00,750.00
5901477120046,G30305,5901477120046,1,348.00,360.00
5901477120053,G30306,5901477120053,1,400.00,413.00
5901477107597,G30311,5901477107597,1,1830.00,1910.00
5901477114694,G30312,5901477114694,1,1580.00,1660.00
5901477105968,G30545,5901477105968,1,700.00,750.00
5901477106002,G30558,5901477106002,1,1600.00,1800.00
5901477106019,G30576,5901477106019,1,1000.00,1100.00
5901477106026,G30581,5901477106026,1,667.00,667.00
5901477106033,G30583,5901477106033,1,790.00,830.00
5901477106057,G30594,5901477106057,1,750.00,800.00
5901477106125,G30623,5901477106125,1,350.00,400.00
5901477106149,G30632,5901477106149,1,290.00,330.00
5901477121111,G31000,5901477121111,1,1100.00,1200.00
5901477121104,G31001,5901477121104,1,2300.00,2400.00
5901477110399,G38100,5901477110399,1,85.00,90.00
5901477110405,G38101,5901477110405,1,110.00,120.00
5901477110375,G38105,5901477110375,1,1000.00,1050.00
5901477110382,G38106,5901477110382,1,1000.00,1050.00
5901477110412,G38110,5901477110412,1,270.00,280.00
5901477128462,G38114,5901477128462,1,8000.00,8500.00
5901477126673,G38115,5901477126673,1,1400.00,1500.00
5901477128479,G38116,5901477128479,1,4800.00,5000.00
5901477117800,G38120,5901477117800,1,1000.00,1100.00
5901477120954,G38121,5901477120954,1,1650.00,1700.00
5901477110429,G38211,5901477110429,1,150.00,160.00
5901477110436,G38212,5901477110436,1,340.00,360.00
5901477110443,G38214,5901477110443,1,180.00,200.00
5901477110450,G38215,5901477110450,1,950.00,1000.00
5901477117909,G38219,5901477117909,1,4400.00,4600.00
5901477110467,G38220,5901477110467,1,4400.00,4600.00
5901477110474,G38231,5901477110474,1,210.00,230.00
5901477110481,G38234,5901477110481,1,560.00,590.00
5901477118364,G38235,5901477118364,1,1400.00,1450.00
5901477110498,G38241,5901477110498,1,180.00,200.00
5901477110504,G38244,5901477110504,1,380.00,400.00
5901477113642,G38300,5901477113642,1,6700.00,7000.00
5901477128219,G38301,5901477128219,1,1420.00,1470.00
5901477131691,G38310,5901477131691,1,185.00,195.00
5901477131707,G38311,5901477131707,1,320.00,330.00
5901477131714,G38312,5901477131714,1,330.00,350.00
5901477131721,G38313,5901477131721,1,475.00,500.00
5901477114038,G38500,5901477114038,1,180.00,190.00
5901477114045,G38501,5901477114045,1,300.00,320.00
5901477114052,G38502,5901477114052,1,340.00,360.00
5901477114021,G38503,5901477114021,1,650.00,700.00
5901477124884,G38504,5901477124884,1,40.00,42.00
5901477124891,G38505,5901477124891,1,60.00,70.00
5901477122040,G38550,5901477122040,1,1020.00,1070.00
5901477110511,G39010,5901477110511,1,10.00,0.00
5901477110528,G39015,5901477110528,1,10.00,10.00
5901477110535,G39020,5901477110535,1,10.00,10.00
5901477110542,G39025,5901477110542,1,20.00,30.00
5901477110559,G39030,5901477110559,1,20.00,20.00
5901477110566,G39032,5901477110566,1,30.00,30.00
5901477110573,G39035,5901477110573,1,40.00,40.00
5901477110580,G39040,5901477110580,1,50.00,50.00
5901477110597,G39042,5901477110597,1,50.00,50.00
5901477110603,G39045,5901477110603,1,80.00,80.00
5901477110627,G39050,5901477110627,1,90.00,90.00
5901477110634,G39055,5901477110634,1,110.00,120.00
5901477110641,G39060,5901477110641,1,130.00,130.00
5901477110658,G39065,5901477110658,1,160.00,160.00
5901477110672,G39080,5901477110672,1,140.00,145.00
5901477110689,G39085,5901477110689,1,280.00,330.00
5901477110719,G39100,5901477110719,1,260.00,260.00
5901477110733,G39110,5901477110733,1,350.00,350.00
5901477110740,G39120,5901477110740,1,440.00,445.00
5901477110757,G39130,5901477110757,1,480.00,490.00
5901477110764,G39140,5901477110764,1,585.00,590.00
5901477110771,G39150,5901477110771,1,695.00,710.00
5901477110788,G39160,5901477110788,1,870.00,885.00
5901477110795,G39520,5901477110795,1,10.00,10.00
5901477110801,G39530,5901477110801,1,20.00,20.00
5901477110818,G39540,5901477110818,1,50.00,50.00
5901477110825,G39550,5901477110825,1,90.00,90.00
5901477110832,G39560,5901477110832,1,150.00,150.00
5901477110849,G39580,5901477110849,1,140.00,145.00
5901477110856,G39600,5901477110856,1,250.00,250.00
5901477110863,G39620,5901477110863,1,300.00,315.00
5901477110870,G39640,5901477110870,1,580.00,580.00
5901477115561,G39706,5901477115561,1,25.00,26.00
5901477115578,G39708,5901477115578,1,27.00,28.00
5901477115585,G39710,5901477115585,1,27.00,28.00
5901477123085,G39990,5901477123085,1,675.00,710.00
5901477133732,G39998,5901477133732,1,2600.00,2800.00
5901477117879,G39999,5901477117879,1,3400.00,3650.00
5901477110276,G40000,5901477110276,1,700.00,800.00
5901477110283,G40001,5901477110283,1,950.00,970.00
5901477110290,G40002,5901477110290,1,860.00,880.00
5901477110337,G40003,5901477110337,1,1700.00,1750.00
5901477110306,G40005,5901477110306,1,1060.00,1080.00
5901477110313,G40006,5901477110313,1,1370.00,1390.00
5901477110351,G40009,5901477110351,1,4700.00,4820.00
5901477110320,G40010,5901477110320,1,2300.00,2400.00
5901477110887,G40011,5901477110887,1,1050.00,1100.00
5901477110894,G40012,5901477110894,1,360.00,370.00
5901477110979,G40013,5901477110979,1,650.00,660.00
5901477110900,G40014,5901477110900,1,390.00,400.00
5901477110986,G40015,5901477110986,1,700.00,710.00
5901477110931,G40016,5901477110931,1,420.00,430.00
5901477110993,G40017,5901477110993,1,740.00,760.00
5901477110948,G40018,5901477110948,1,450.00,460.00
5901477111006,G40019,5901477111006,1,800.00,810.00
5901477110955,G40020,5901477110955,1,240.00,250.00
5901477110962,G40021,5901477110962,1,380.00,390.00
5901477111020,G40023,5901477111020,1,1150.00,1200.00
5901477111037,G40024,5901477111037,1,1200.00,1220.00
5901477111044,G40025,5901477111044,1,235.00,240.00
5901477111051,G40026,5901477111051,1,270.00,280.00
5901477111082,G40030,5901477111082,1,1750.00,1775.00
5901477111068,G40031,5901477111068,1,700.00,750.00
5901477111075,G40032,5901477111075,1,715.00,715.00
5901477133749,G40036,5901477133749,1,3000.00,3000.00
5901477121951,G40037,5901477121951,1,3160.00,3330.00
5901477111099,G40038,5901477111099,1,1900.00,2000.00
5901477111105,G40039,5901477111105,1,2200.00,2300.00
5901477111112,G40040,5901477111112,1,740.00,760.00
5901477111136,G40041,5901477111136,1,390.00,410.00
5901477111143,G40042,5901477111143,1,800.00,820.00
5901477111129,G40043,5901477111129,1,380.00,390.00
5901477127373,G40044,5901477127373,1,950.00,980.00
5901477127397,G40045,5901477127397,1,900.00,948.00
5901477127380,G40046,5901477127380,1,1275.00,1300.00
5901477127403,G40047,5901477127403,1,1350.00,1380.00
5901477111150,G40050,5901477111150,1,360.00,380.00
5901477111174,G40091,5901477111174,1,106.00,110.00
5901477111181,G40092,5901477111181,1,124.00,125.00
5901477158544,G40095,5901477158544,1,36.00,36.00
5901477111228,G40106,5901477111228,1,15.00,15.00
5901477111310,G41860,5901477111310,1,700.00,720.00
5901477111327,G42045,5901477111327,1,600.00,620.00
5901477111334,G42060,5901477111334,1,850.00,900.00
5901477111341,G42080,5901477111341,1,1150.00,1200.00
5901477111358,G42260,5901477111358,1,975.00,1000.00
5901477111365,G42460,5901477111365,1,975.00,1000.00
5901477111372,G42545,5901477111372,1,800.00,850.00
5901477111389,G42580,5901477111389,1,1300.00,1350.00
5901477111396,G42660,5901477111396,1,1100.00,1150.00
5901477111402,G42860,5901477111402,1,1450.00,1500.00
5901477111419,G43045,5901477111419,1,1100.00,1150.00
5901477111426,G43060,5901477111426,1,1600.00,1650.00
5901477111433,G43080,5901477111433,1,2100.00,2150.00
5901477111440,G43545,5901477111440,1,1400.00,1450.00
5901477111457,G43560,5901477111457,1,2300.00,2400.00
5901477111464,G44045,5901477111464,1,1750.00,1800.00
5901477111471,G44060,5901477111471,1,2350.00,2400.00
5901477111969,G60511,5901477111969,1,38.00,39.00
5901477111976,G60516,5901477111976,1,44.00,45.00
5901477111983,G60611,5901477111983,1,39.00,40.00
5901477111990,G60616,5901477111990,1,50.00,50.00
5901477112003,G60621,5901477112003,1,60.00,70.00
5901477112010,G60626,5901477112010,1,68.00,70.00
5901477115479,G60711,5901477115479,1,41.00,0.00
5901477126987,G60811,5901477126987,1,41.00,43.00
5901477112027,G60816,5901477112027,1,60.00,60.00
5901477112034,G60821,5901477112034,1,74.00,76.00
5901477112041,G60826,5901477112041,1,92.00,94.00
5901477112058,G60831,5901477112058,1,100.00,105.00
5901477112065,G60845,5901477112065,1,150.00,160.00
5901477112072,G60860,5901477112072,1,150.00,150.00
5901477112089,G61010,5901477112089,1,360.00,370.00
5901477112096,G61016,5901477112096,1,74.00,76.00
5901477112102,G61021,5901477112102,1,80.00,90.00
5901477112119,G61026,5901477112119,1,110.00,120.00
5901477112126,G61031,5901477112126,1,82.00,85.00
5901477112133,G61045,5901477112133,1,170.00,175.00
5901477112140,G61060,5901477112140,1,220.00,230.00
5901477112157,G61080,5901477112157,1,290.00,300.00
5901477112164,G61210,5901477112164,1,450.00,460.00
5901477112171,G61216,5901477112171,1,80.00,86.00
5901477112188,G61221,5901477112188,1,108.00,110.00
5901477112195,G61226,5901477112195,1,125.00,130.00
5901477112201,G61231,5901477112201,1,148.00,150.00
5901477112218,G61245,5901477112218,1,215.00,220.00
5901477112225,G61260,5901477112225,1,290.00,300.00
5901477112232,G61280,5901477112232,1,370.00,380.00
5901477112249,G61410,5901477112249,1,640.00,660.00
5901477112256,G61416,5901477112256,1,107.00,110.00
5901477112263,G61421,5901477112263,1,170.00,172.00
5901477112270,G61426,5901477112270,1,170.00,175.00
5901477112287,G61431,5901477112287,1,210.00,215.00
5901477112294,G61445,5901477112294,1,300.00,310.00
5901477112300,G61460,5901477112300,1,390.00,400.00
5901477112317,G61480,5901477112317,1,390.00,400.00
5901477112324,G61610,5901477112324,1,760.00,780.00
5901477112331,G61616,5901477112331,1,100.00,110.00
5901477112348,G61621,5901477112348,1,150.00,160.00
5901477112355,G61626,5901477112355,1,195.00,200.00
5901477112362,G61631,5901477112362,1,230.00,240.00
5901477112379,G61645,5901477112379,1,340.00,350.00
5901477112386,G61660,5901477112386,1,450.00,460.00
5901477112393,G61680,5901477112393,1,660.00,700.00
5901477112409,G61810,5901477112409,1,850.00,880.00
5901477112416,G61821,5901477112416,1,170.00,175.00
5901477112423,G61826,5901477112423,1,180.00,190.00
5901477112430,G61831,5901477112430,1,220.00,230.00
5901477112447,G61845,5901477112447,1,380.00,390.00
5901477112454,G61860,5901477112454,1,500.00,520.00
5901477112461,G61880,5901477112461,1,720.00,740.00
5901477112478,G62010,5901477112478,1,1200.00,1250.00
5901477112485,G62021,5901477112485,1,227.00,227.00
5901477112492,G62026,5901477112492,1,260.00,260.00
5901477112508,G62031,5901477112508,1,290.00,300.00
5901477112515,G62045,5901477112515,1,430.00,440.00
5901477112522,G62060,5901477112522,1,748.00,765.00
5901477112539,G62080,5901477112539,1,287.00,287.00
5901477112546,G62210,5901477112546,1,1100.00,1150.00
5901477112577,G62245,5901477112577,1,640.00,650.00
5901477112584,G62260,5901477112584,1,800.00,830.00
5901477112591,G62280,5901477112591,1,850.00,875.00
5901477112607,G62510,5901477112607,1,1550.00,1600.00
5901477112614,G62526,5901477112614,1,380.00,390.00
5901477112638,G62545,5901477112638,1,660.00,680.00
5901477112645,G62560,5901477112645,1,900.00,920.00
5901477112652,G62580,5901477112652,1,1260.00,1300.00
5901477112669,G62810,5901477112669,1,2100.00,2150.00
5901477112676,G62845,5901477112676,1,975.00,1000.00
5901477112683,G62860,5901477112683,1,1300.00,1320.00
5901477112706,G63010,5901477112706,1,2340.00,2380.00
5901477112713,G63045,5901477112713,1,1125.00,1150.00
5901477112720,G63060,5901477112720,1,1420.00,1450.00
5901477112737,G63080,5901477112737,1,1850.00,1900.00
5901477131738,G65004,5901477131738,1,8.00,8.00
5901477131745,G65005,5901477131745,1,14.00,14.00
5901477131752,G65006,5901477131752,1,120.00,130.00
5901477131769,G65008,5901477131769,1,104.00,112.00
5901477131776,G65010,5901477131776,1,85.00,90.00
5901477131783,G65012,5901477131783,1,90.00,95.00
5901477131790,G65014,5901477131790,1,21.00,23.00
5901477131806,G65016,5901477131806,1,108.00,112.00
5901477131813,G65020,5901477131813,1,144.00,172.00
5901477131820,G65022,5901477131820,1,150.00,165.00
5901477131837,G65025,5901477131837,1,106.00,114.00
5901477131844,G65028,5901477131844,1,130.00,132.00
5901477131851,G65032,5901477131851,1,67.00,77.00
5901477131868,G65035,5901477131868,1,70.00,80.00
5901477131875,G65040,5901477131875,1,72.00,82.00
5901477131882,G65050,5901477131882,1,119.00,120.00
5901477131899,G65060,5901477131899,1,160.00,165.00
5901477131905,G65065,5901477131905,1,176.00,186.00
5901477133794,G66000,5901477133794,1,23.00,23.00
5901477133800,G66001,5901477133800,1,40.00,0.00
5901477133817,G66002,5901477133817,1,39.00,39.00
5901477133824,G66003,5901477133824,1,540.00,0.00
5901477133831,G66004,5901477133831,1,71.00,71.00
5901477133848,G66005,5901477133848,1,91.00,91.00
5901477133855,G66006,5901477133855,1,94.00,94.00
5901477133862,G66007,5901477133862,1,29.00,29.00
5901477133879,G66008,5901477133879,1,37.00,37.00
5901477133886,G66009,5901477133886,1,49.00,49.00
5901477133893,G66010,5901477133893,1,60.00,60.00
5901477133909,G66011,5901477133909,1,83.00,83.00
5901477133916,G66012,5901477133916,1,95.00,95.00
5901477133923,G66013,5901477133923,1,99.00,99.00
5901477133930,G66014,5901477133930,1,35.00,35.00
5901477133947,G66015,5901477133947,1,36.00,0.00
5901477133954,G66016,5901477133954,1,51.00,51.00
5901477133961,G66017,5901477133961,1,59.00,59.00
5901477133978,G66018,5901477133978,1,24.00,24.00
5901477133985,G66019,5901477133985,1,38.00,38.00
5901477133992,G66020,5901477133992,1,75.00,75.00
5901477134005,G66021,5901477134005,1,95.00,95.00
5901477134012,G66022,5901477134012,1,137.00,137.00
5901477134029,G66023,5901477134029,1,17.00,0.00
5901477134036,G66024,5901477134036,1,18.00,0.00
5901477134043,G66025,5901477134043,1,25.00,0.00
5901477134050,G66026,5901477134050,1,26.00,26.00
5901477134067,G66027,5901477134067,1,37.00,37.00
5901477134074,G66028,5901477134074,1,95.00,0.00
5901477134081,G66029,5901477134081,1,109.00,0.00
5901477134098,G66030,5901477134098,1,125.00,0.00
5901477134104,G66031,5901477134104,1,158.00,158.00
5901477134111,G66032,5901477134111,1,208.00,208.00
5901477134128,G66033,5901477134128,1,241.00,241.00
5901477134135,G66034,5901477134135,1,510.00,510.00
5901477134142,G66035,5901477134142,1,614.00,614.00
5901477134159,G66036,5901477134159,1,734.00,734.00
5901477134166,G66037,5901477134166,1,463.00,0.00
5901477134173,G66038,5901477134173,1,497.00,497.00
5901477134180,G66039,5901477134180,1,10.00,10.00
5901477134197,G66040,5901477134197,1,827.00,827.00
5901477134203,G66041,5901477134203,1,91.00,0.00
5901477134210,G66042,5901477134210,1,117.00,0.00
5901477134227,G66043,5901477134227,1,158.00,158.00
5901477134234,G66044,5901477134234,1,2100.00,0.00
5901477134241,G66045,5901477134241,1,1224.00,0.00
5901477134258,G66046,5901477134258,1,1596.00,0.00
5901477134265,G66047,5901477134265,1,2100.00,0.00
5901477134296,G66050,5901477134296,1,913.00,913.00
5901477112744,G70001,5901477112744,1,1600.00,1600.00
5901477128813,G70002,5901477128813,1,3700.00,3700.00
5901477112751,G70003,5901477112751,1,2590.00,2600.00
5901477112768,G70004,5901477112768,1,4180.00,4200.00
5901477126840,G70005,5901477126840,1,4000.00,4500.00
5901477112775,G70006,5901477112775,1,2500.00,2500.00
5901477112782,G70007,5901477112782,1,5600.00,5780.00
5901477112799,G70008,5901477112799,1,11330.00,11400.00
5901477112805,G70010,5901477112805,1,21730.00,21850.00
5901477131585,G70013,5901477131585,1,3500.00,3500.00
5901477129032,G70014,5901477129032,1,6530.00,6550.00
5901477112829,G70015,5901477112829,1,11000.00,11080.00
5901477112836,G70016,5901477112836,1,4330.00,4380.00
5901477136368,G70020,5901477136368,1,4500.00,4500.00
5901477136375,G70021,5901477136375,1,12500.00,13080.00
5901477136382,G70022,5901477136382,1,25700.00,26000.00
5901477128806,G70025,5901477128806,1,1300.00,1300.00
5901477148897,G70026,5901477148897,1,2300.00,2300.00
5901477128790,G70027,5901477128790,1,3700.00,3700.00
5901477112843,G70100,5901477112843,1,290.00,300.00
5901477112850,G70101,5901477112850,1,610.00,630.00
5901477112867,G70102,5901477112867,1,200.00,200.00
5901477122309,G70105,5901477122309,1,148.00,150.00
