ean,geko_variant_stock_id,price_type,net_value,gross_value,currency
5901477106934,1,variant_standard,23.04,23.04,PLN
5901477106934,,base_product_standard,23.04,23.04,PLN
5901477106958,1,variant_standard,76.29,76.29,PLN
5901477106958,,base_product_standard,76.29,76.29,PLN
5901477136443,1,variant_standard,40.44,40.44,PLN
5901477136443,,base_product_standard,40.44,40.44,PLN
5901477106989,1,variant_standard,382.85,382.85,PLN
5901477106989,,base_product_standard,382.85,382.85,PLN
5901477107177,1,variant_standard,27.2,27.2,PLN
5901477107177,,base_product_standard,27.2,27.2,PLN
5901477116247,1,variant_standard,17.44,17.44,PLN
5901477116247,,base_product_standard,17.44,17.44,PLN
5901477107498,1,variant_standard,6.8,6.8,PLN
5901477107498,,base_product_standard,6.8,6.8,PLN
5901477107504,1,variant_standard,7.81,7.81,PLN
5901477107504,,base_product_standard,7.81,7.81,PLN
5901477107511,1,variant_standard,12.15,12.15,PLN
5901477107511,,base_product_standard,12.15,12.15,PLN
5901477119835,1,variant_standard,16.68,16.68,PLN
5901477119835,,base_product_standard,16.68,16.68,PLN
5901477107528,1,variant_standard,1.82,1.82,PLN
5901477107528,,base_product_standard,1.82,1.82,PLN
5901477107535,1,variant_standard,2.4,2.4,PLN
5901477107535,,base_product_standard,2.4,2.4,PLN
5901477107542,1,variant_standard,3.37,3.37,PLN
5901477107542,,base_product_standard,3.37,3.37,PLN
5901477107559,1,variant_standard,5.28,5.28,PLN
5901477107559,,base_product_standard,5.28,5.28,PLN
5901477107566,1,variant_standard,7.9,7.9,PLN
5901477107566,,base_product_standard,7.9,7.9,PLN
5901477152689,1,variant_standard,10.32,10.32,PLN
5901477152689,,base_product_standard,10.32,10.32,PLN
5901477119842,1,variant_standard,3.16,3.16,PLN
5901477119842,,base_product_standard,3.16,3.16,PLN
5901477119859,1,variant_standard,4.16,4.16,PLN
5901477119859,,base_product_standard,4.16,4.16,PLN
5901477119866,1,variant_standard,6.17,6.17,PLN
5901477119866,,base_product_standard,6.17,6.17,PLN
5901477119873,1,variant_standard,9.04,9.04,PLN
5901477119873,,base_product_standard,9.04,9.04,PLN
5901477119880,1,variant_standard,13.44,13.44,PLN
5901477119880,,base_product_standard,13.44,13.44,PLN
5901477119897,1,variant_standard,22.05,22.05,PLN
5901477119897,,base_product_standard,22.05,22.05,PLN
5901477119903,1,variant_standard,25.07,25.07,PLN
5901477119903,,base_product_standard,25.07,25.07,PLN
5901477131660,1,variant_standard,3.45,3.45,PLN
5901477131660,,base_product_standard,3.45,3.45,PLN
5901477116278,1,variant_standard,3.12,3.12,PLN
5901477116278,,base_product_standard,3.12,3.12,PLN
5901477116285,1,variant_standard,3.84,3.84,PLN
5901477116285,,base_product_standard,3.84,3.84,PLN
5901477116292,1,variant_standard,4.55,4.55,PLN
5901477116292,,base_product_standard,4.55,4.55,PLN
5901477116384,1,variant_standard,6.68,6.68,PLN
5901477116384,,base_product_standard,6.68,6.68,PLN
5901477105067,1,variant_standard,5.48,5.48,PLN
5901477105067,,base_product_standard,5.48,5.48,PLN
5901477105074,1,variant_standard,6.13,6.13,PLN
5901477105074,,base_product_standard,6.13,6.13,PLN
5901477105081,1,variant_standard,6.76,6.76,PLN
5901477105081,,base_product_standard,6.76,6.76,PLN
5901477105098,1,variant_standard,7.41,7.41,PLN
5901477105098,,base_product_standard,7.41,7.41,PLN
5901477113727,1,variant_standard,8.29,8.29,PLN
5901477113727,,base_product_standard,8.29,8.29,PLN
5901477105104,1,variant_standard,2.93,2.93,PLN
5901477105104,,base_product_standard,2.93,2.93,PLN
5901477105111,1,variant_standard,3.17,3.17,PLN
5901477105111,,base_product_standard,3.17,3.17,PLN
5901477116254,1,variant_standard,3.47,3.47,PLN
5901477116254,,base_product_standard,3.47,3.47,PLN
5901477116261,1,variant_standard,3.92,3.92,PLN
5901477116261,,base_product_standard,3.92,3.92,PLN
5901477116216,1,variant_standard,1.82,1.82,PLN
5901477116216,,base_product_standard,1.82,1.82,PLN
5901477116223,1,variant_standard,1.89,1.89,PLN
5901477116223,,base_product_standard,1.89,1.89,PLN
5901477116230,1,variant_standard,2.08,2.08,PLN
5901477116230,,base_product_standard,2.08,2.08,PLN
5901477116377,1,variant_standard,3.12,3.12,PLN
5901477116377,,base_product_standard,3.12,3.12,PLN
5901477116360,1,variant_standard,5.06,5.06,PLN
5901477116360,,base_product_standard,5.06,5.06,PLN
5901477116353,1,variant_standard,6.13,6.13,PLN
5901477116353,,base_product_standard,6.13,6.13,PLN
5901477107764,1,variant_standard,0.65,0.65,PLN
5901477107764,,base_product_standard,0.65,0.65,PLN
5901477135026,1,variant_standard,1.62,1.62,PLN
5901477135026,,base_product_standard,1.62,1.62,PLN
5901477135033,1,variant_standard,3.1,3.1,PLN
5901477135033,,base_product_standard,3.1,3.1,PLN
5901477135040,1,variant_standard,4.39,4.39,PLN
5901477135040,,base_product_standard,4.39,4.39,PLN
5901477135057,1,variant_standard,3.35,3.35,PLN
5901477135057,,base_product_standard,3.35,3.35,PLN
5901477135064,1,variant_standard,5.04,5.04,PLN
5901477135064,,base_product_standard,5.04,5.04,PLN
5901477135071,1,variant_standard,6.64,6.64,PLN
5901477135071,,base_product_standard,6.64,6.64,PLN
5901477107276,1,variant_standard,6.75,6.75,PLN
5901477107276,,base_product_standard,6.75,6.75,PLN
5901477113123,1,variant_standard,7.62,7.62,PLN
5901477113123,,base_product_standard,7.62,7.62,PLN
5901477111792,1,variant_standard,8.46,8.46,PLN
5901477111792,,base_product_standard,8.46,8.46,PLN
5901477114557,1,variant_standard,13.93,13.93,PLN
5901477114557,,base_product_standard,13.93,13.93,PLN
5901477114571,1,variant_standard,8.72,8.72,PLN
5901477114571,,base_product_standard,8.72,8.72,PLN
5901477107283,1,variant_standard,5.92,5.92,PLN
5901477107283,,base_product_standard,5.92,5.92,PLN
5901477114564,1,variant_standard,8.67,8.67,PLN
5901477114564,,base_product_standard,8.67,8.67,PLN
5901477127199,1,variant_standard,13.87,13.87,PLN
5901477127199,,base_product_standard,13.87,13.87,PLN
5901477114823,1,variant_standard,6.59,6.59,PLN
5901477114823,,base_product_standard,6.59,6.59,PLN
5901477107290,1,variant_standard,13.44,13.44,PLN
5901477107290,,base_product_standard,13.44,13.44,PLN
5901477107306,1,variant_standard,21.84,21.84,PLN
5901477107306,,base_product_standard,21.84,21.84,PLN
5901477131561,1,variant_standard,4.69,4.69,PLN
5901477131561,,base_product_standard,4.69,4.69,PLN
5901477119231,1,variant_standard,5.34,5.34,PLN
5901477119231,,base_product_standard,5.34,5.34,PLN
5901477107337,1,variant_standard,17.24,17.24,PLN
5901477107337,,base_product_standard,17.24,17.24,PLN
5901477111839,1,variant_standard,56.71,56.71,PLN
5901477111839,,base_product_standard,56.71,56.71,PLN
5901477114687,1,variant_standard,38.65,38.65,PLN
5901477114687,,base_product_standard,38.65,38.65,PLN
5901477123474,1,variant_standard,5.74,5.74,PLN
5901477123474,,base_product_standard,5.74,5.74,PLN
5901477124624,1,variant_standard,3.2,3.2,PLN
5901477124624,,base_product_standard,3.2,3.2,PLN
5901477107344,1,variant_standard,5.24,5.24,PLN
5901477107344,,base_product_standard,5.24,5.24,PLN
5901477114533,1,variant_standard,2.8,2.8,PLN
5901477114533,,base_product_standard,2.8,2.8,PLN
5901477114540,1,variant_standard,4.68,4.68,PLN
5901477114540,,base_product_standard,4.68,4.68,PLN
5901477129926,1,variant_standard,5.34,5.34,PLN
5901477129926,,base_product_standard,5.34,5.34,PLN
5901477107351,1,variant_standard,8.16,8.16,PLN
5901477107351,,base_product_standard,8.16,8.16,PLN
5901477115974,1,variant_standard,8.41,8.41,PLN
5901477115974,,base_product_standard,8.41,8.41,PLN
5901477124365,1,variant_standard,17.69,17.69,PLN
5901477124365,,base_product_standard,17.69,17.69,PLN
5901477111808,1,variant_standard,9.7,9.7,PLN
5901477111808,,base_product_standard,9.7,9.7,PLN
5901477114496,1,variant_standard,15.44,15.44,PLN
5901477114496,,base_product_standard,15.44,15.44,PLN
5901477114502,1,variant_standard,15.66,15.66,PLN
5901477114502,,base_product_standard,15.66,15.66,PLN
5901477107443,1,variant_standard,2.89,2.89,PLN
5901477107443,,base_product_standard,2.89,2.89,PLN
5901477114601,1,variant_standard,2.48,2.48,PLN
5901477114601,,base_product_standard,2.48,2.48,PLN
5901477107450,1,variant_standard,2.06,2.06,PLN
5901477107450,,base_product_standard,2.06,2.06,PLN
5901477114625,1,variant_standard,2.1,2.1,PLN
5901477114625,,base_product_standard,2.1,2.1,PLN
5901477114632,1,variant_standard,2.37,2.37,PLN
5901477114632,,base_product_standard,2.37,2.37,PLN
5901477119408,1,variant_standard,1.49,1.49,PLN
5901477119408,,base_product_standard,1.49,1.49,PLN
5901477111815,1,variant_standard,7.28,7.28,PLN
5901477111815,,base_product_standard,7.28,7.28,PLN
5901477123672,1,variant_standard,3.94,3.94,PLN
5901477123672,,base_product_standard,3.94,3.94,PLN
5901477107634,1,variant_standard,0.96,0.96,PLN
5901477107634,,base_product_standard,0.96,0.96,PLN
5901477111822,1,variant_standard,3.56,3.56,PLN
5901477111822,,base_product_standard,3.56,3.56,PLN
5901477114731,1,variant_standard,2.42,2.42,PLN
5901477114731,,base_product_standard,2.42,2.42,PLN
5901477143199,1,variant_standard,7.09,7.09,PLN
5901477143199,,base_product_standard,7.09,7.09,PLN
5901477119279,1,variant_standard,6.24,6.24,PLN
5901477119279,,base_product_standard,6.24,6.24,PLN
5901477107603,1,variant_standard,21.49,21.49,PLN
5901477107603,,base_product_standard,21.49,21.49,PLN
5901477114700,1,variant_standard,7.1,7.1,PLN
5901477114700,,base_product_standard,7.1,7.1,PLN
5901477114861,1,variant_standard,6.51,6.51,PLN
5901477114861,,base_product_standard,6.51,6.51,PLN
5901477131554,1,variant_standard,4.2,4.2,PLN
5901477131554,,base_product_standard,4.2,4.2,PLN
5901477114915,1,variant_standard,1.63,1.63,PLN
5901477114915,,base_product_standard,1.63,1.63,PLN
5901477114670,1,variant_standard,7.63,7.63,PLN
5901477114670,,base_product_standard,7.63,7.63,PLN
5901477107733,1,variant_standard,2.22,2.22,PLN
5901477107733,,base_product_standard,2.22,2.22,PLN
5901477107740,1,variant_standard,2.29,2.29,PLN
5901477107740,,base_product_standard,2.29,2.29,PLN
5901477107757,1,variant_standard,4.16,4.16,PLN
5901477107757,,base_product_standard,4.16,4.16,PLN
5901477115011,1,variant_standard,1.54,1.54,PLN
5901477115011,,base_product_standard,1.54,1.54,PLN
5901477115028,1,variant_standard,4.69,4.69,PLN
5901477115028,,base_product_standard,4.69,4.69,PLN
5901477107481,1,variant_standard,13.13,13.13,PLN
5901477107481,,base_product_standard,13.13,13.13,PLN
5901477128240,1,variant_standard,2.89,2.89,PLN
5901477128240,,base_product_standard,2.89,2.89,PLN
5901477107375,1,variant_standard,41.7,41.7,PLN
5901477107375,,base_product_standard,41.7,41.7,PLN
5901477115004,1,variant_standard,14.13,14.13,PLN
5901477115004,,base_product_standard,14.13,14.13,PLN
5901477119330,1,variant_standard,12.29,12.29,PLN
5901477119330,,base_product_standard,12.29,12.29,PLN
5901477122866,1,variant_standard,46.01,46.01,PLN
5901477122866,,base_product_standard,46.01,46.01,PLN
5901477107382,1,variant_standard,39.32,39.32,PLN
5901477107382,,base_product_standard,39.32,39.32,PLN
5901477133701,1,variant_standard,7.61,7.61,PLN
5901477133701,,base_product_standard,7.61,7.61,PLN
5901477107399,1,variant_standard,24.76,24.76,PLN
5901477107399,,base_product_standard,24.76,24.76,PLN
5901477130922,1,variant_standard,10.85,10.85,PLN
5901477130922,,base_product_standard,10.85,10.85,PLN
5901477123610,1,variant_standard,3.05,3.05,PLN
5901477123610,,base_product_standard,3.05,3.05,PLN
5901477107405,1,variant_standard,10.28,10.28,PLN
5901477107405,,base_product_standard,10.28,10.28,PLN
5901477123597,1,variant_standard,8.37,8.37,PLN
5901477123597,,base_product_standard,8.37,8.37,PLN
5901477128257,1,variant_standard,7.41,7.41,PLN
5901477128257,,base_product_standard,7.41,7.41,PLN
5901477119286,1,variant_standard,3.05,3.05,PLN
5901477119286,,base_product_standard,3.05,3.05,PLN
5901477119392,1,variant_standard,1.99,1.99,PLN
5901477119392,,base_product_standard,1.99,1.99,PLN
5901477119439,1,variant_standard,16.14,16.14,PLN
5901477119439,,base_product_standard,16.14,16.14,PLN
5901477107412,1,variant_standard,12.89,12.89,PLN
5901477107412,,base_product_standard,12.89,12.89,PLN
5901477129988,1,variant_standard,3.25,3.25,PLN
5901477129988,,base_product_standard,3.25,3.25,PLN
5901477130021,1,variant_standard,4.36,4.36,PLN
5901477130021,,base_product_standard,4.36,4.36,PLN
5901477107429,1,variant_standard,10.77,10.77,PLN
5901477107429,,base_product_standard,10.77,10.77,PLN
5901477114724,1,variant_standard,5.34,5.34,PLN
5901477114724,,base_product_standard,5.34,5.34,PLN
5901477119293,1,variant_standard,3.41,3.41,PLN
5901477119293,,base_product_standard,3.41,3.41,PLN
5901477131288,1,variant_standard,4.27,4.27,PLN
5901477131288,,base_product_standard,4.27,4.27,PLN
5901477107436,1,variant_standard,7.64,7.64,PLN
5901477107436,,base_product_standard,7.64,7.64,PLN
5901477120107,1,variant_standard,4.75,4.75,PLN
5901477120107,,base_product_standard,4.75,4.75,PLN
5901477120114,1,variant_standard,8.34,8.34,PLN
5901477120114,,base_product_standard,8.34,8.34,PLN
5901477120121,1,variant_standard,1.49,1.49,PLN
5901477120121,,base_product_standard,1.49,1.49,PLN
5901477120138,1,variant_standard,1.87,1.87,PLN
5901477120138,,base_product_standard,1.87,1.87,PLN
5901477127960,1,variant_standard,8.78,8.78,PLN
5901477127960,,base_product_standard,8.78,8.78,PLN
5901477119354,1,variant_standard,7.31,7.31,PLN
5901477119354,,base_product_standard,7.31,7.31,PLN
5901477130014,1,variant_standard,8.8,8.8,PLN
5901477130014,,base_product_standard,8.8,8.8,PLN
5901477122774,1,variant_standard,11.99,11.99,PLN
5901477122774,,base_product_standard,11.99,11.99,PLN
5901477111785,1,variant_standard,7.24,7.24,PLN
5901477111785,,base_product_standard,7.24,7.24,PLN
5901477131578,1,variant_standard,2.27,2.27,PLN
5901477131578,,base_product_standard,2.27,2.27,PLN
5901477114588,1,variant_standard,15.01,15.01,PLN
5901477114588,,base_product_standard,15.01,15.01,PLN
5901477117503,1,variant_standard,1.11,1.11,PLN
5901477117503,,base_product_standard,1.11,1.11,PLN
5901477117497,1,variant_standard,1.64,1.64,PLN
5901477117497,,base_product_standard,1.64,1.64,PLN
5901477114762,1,variant_standard,31.38,31.38,PLN
5901477114762,,base_product_standard,31.38,31.38,PLN
5901477120091,1,variant_standard,54.77,54.77,PLN
5901477120091,,base_product_standard,54.77,54.77,PLN
5901477114816,1,variant_standard,31.12,31.12,PLN
5901477114816,,base_product_standard,31.12,31.12,PLN
5901477119224,1,variant_standard,24.34,24.34,PLN
5901477119224,,base_product_standard,24.34,24.34,PLN
5901477114878,1,variant_standard,13.28,13.28,PLN
5901477114878,,base_product_standard,13.28,13.28,PLN
5901477114885,1,variant_standard,13.68,13.68,PLN
5901477114885,,base_product_standard,13.68,13.68,PLN
5901477114892,1,variant_standard,19.81,19.81,PLN
5901477114892,,base_product_standard,19.81,19.81,PLN
5901477117404,1,variant_standard,7.2,7.2,PLN
5901477117404,,base_product_standard,7.2,7.2,PLN
5901477114847,1,variant_standard,1.73,1.73,PLN
5901477114847,,base_product_standard,1.73,1.73,PLN
5901477130939,1,variant_standard,7.22,7.22,PLN
5901477130939,,base_product_standard,7.22,7.22,PLN
5901477114526,1,variant_standard,1.57,1.57,PLN
5901477114526,,base_product_standard,1.57,1.57,PLN
5901477120435,1,variant_standard,3.8,3.8,PLN
5901477120435,,base_product_standard,3.8,3.8,PLN
5901477114427,1,variant_standard,9.63,9.63,PLN
5901477114427,,base_product_standard,9.63,9.63,PLN
5901477122767,1,variant_standard,21.98,21.98,PLN
5901477122767,,base_product_standard,21.98,21.98,PLN
5901477123092,1,variant_standard,1.12,1.12,PLN
5901477123092,,base_product_standard,1.12,1.12,PLN
5901477123788,1,variant_standard,4.56,4.56,PLN
5901477123788,,base_product_standard,4.56,4.56,PLN
5901477123061,1,variant_standard,13.44,13.44,PLN
5901477123061,,base_product_standard,13.44,13.44,PLN
5901477114434,1,variant_standard,18.91,18.91,PLN
5901477114434,,base_product_standard,18.91,18.91,PLN
5901477121081,1,variant_standard,2.5,2.5,PLN
5901477121081,,base_product_standard,2.5,2.5,PLN
5901477129339,1,variant_standard,8.4,8.4,PLN
5901477129339,,base_product_standard,8.4,8.4,PLN
5901477131257,1,variant_standard,24.02,24.02,PLN
5901477131257,,base_product_standard,24.02,24.02,PLN
5901477123108,1,variant_standard,12.54,12.54,PLN
5901477123108,,base_product_standard,12.54,12.54,PLN
5901477105401,1,variant_standard,4.06,4.06,PLN
5901477105401,,base_product_standard,4.06,4.06,PLN
5901477120930,1,variant_standard,14.65,14.65,PLN
5901477120930,,base_product_standard,14.65,14.65,PLN
5901477105418,1,variant_standard,2.55,2.55,PLN
5901477105418,,base_product_standard,2.55,2.55,PLN
5901477105425,1,variant_standard,2.34,2.34,PLN
5901477105425,,base_product_standard,2.34,2.34,PLN
5901477105432,1,variant_standard,3.59,3.59,PLN
5901477105432,,base_product_standard,3.59,3.59,PLN
5901477105456,1,variant_standard,2.19,2.19,PLN
5901477105456,,base_product_standard,2.19,2.19,PLN
5901477105463,1,variant_standard,5.37,5.37,PLN
5901477105463,,base_product_standard,5.37,5.37,PLN
5901477105487,1,variant_standard,2.36,2.36,PLN
5901477105487,,base_product_standard,2.36,2.36,PLN
5901477105494,1,variant_standard,2.01,2.01,PLN
5901477105494,,base_product_standard,2.01,2.01,PLN
5901477124907,1,variant_standard,13.57,13.57,PLN
5901477124907,,base_product_standard,13.57,13.57,PLN
5901477128493,1,variant_standard,1.77,1.77,PLN
5901477128493,,base_product_standard,1.77,1.77,PLN
5901477127779,1,variant_standard,7.2,7.2,PLN
5901477127779,,base_product_standard,7.2,7.2,PLN
5901477128264,1,variant_standard,2.88,2.88,PLN
5901477128264,,base_product_standard,2.88,2.88,PLN
5901477128271,1,variant_standard,2.47,2.47,PLN
5901477128271,,base_product_standard,2.47,2.47,PLN
5901477119248,1,variant_standard,6.14,6.14,PLN
5901477119248,,base_product_standard,6.14,6.14,PLN
5901477119255,1,variant_standard,6.2,6.2,PLN
5901477119255,,base_product_standard,6.2,6.2,PLN
5901477119323,1,variant_standard,7.35,7.35,PLN
5901477119323,,base_product_standard,7.35,7.35,PLN
5901477119347,1,variant_standard,10.67,10.67,PLN
5901477119347,,base_product_standard,10.67,10.67,PLN
5901477119316,1,variant_standard,3.56,3.56,PLN
5901477119316,,base_product_standard,3.56,3.56,PLN
5901477122712,1,variant_standard,26.3,26.3,PLN
5901477122712,,base_product_standard,26.3,26.3,PLN
5901477122736,1,variant_standard,2.93,2.93,PLN
5901477122736,,base_product_standard,2.93,2.93,PLN
5901477122743,1,variant_standard,3.2,3.2,PLN
5901477122743,,base_product_standard,3.2,3.2,PLN
5901477122750,1,variant_standard,4.95,4.95,PLN
5901477122750,,base_product_standard,4.95,4.95,PLN
5901477122002,1,variant_standard,9.45,9.45,PLN
5901477122002,,base_product_standard,9.45,9.45,PLN
5901477122026,1,variant_standard,3.15,3.15,PLN
5901477122026,,base_product_standard,3.15,3.15,PLN
5901477122064,1,variant_standard,3.41,3.41,PLN
5901477122064,,base_product_standard,3.41,3.41,PLN
5901477122071,1,variant_standard,9.82,9.82,PLN
5901477122071,,base_product_standard,9.82,9.82,PLN
5901477122088,1,variant_standard,14.58,14.58,PLN
5901477122088,,base_product_standard,14.58,14.58,PLN
5901477122187,1,variant_standard,11.86,11.86,PLN
5901477122187,,base_product_standard,11.86,11.86,PLN
5901477122323,1,variant_standard,7.11,7.11,PLN
5901477122323,,base_product_standard,7.11,7.11,PLN
5901477124044,1,variant_standard,20.53,20.53,PLN
5901477124044,,base_product_standard,20.53,20.53,PLN
5901477122507,1,variant_standard,66.71,66.71,PLN
5901477122507,,base_product_standard,66.71,66.71,PLN
5901477122514,1,variant_standard,42.22,42.22,PLN
5901477122514,,base_product_standard,42.22,42.22,PLN
5901477122668,1,variant_standard,21.77,21.77,PLN
5901477122668,,base_product_standard,21.77,21.77,PLN
5901477124051,1,variant_standard,7.24,7.24,PLN
5901477124051,,base_product_standard,7.24,7.24,PLN
5901477124075,1,variant_standard,9.93,9.93,PLN
5901477124075,,base_product_standard,9.93,9.93,PLN
5901477123207,1,variant_standard,5.44,5.44,PLN
5901477123207,,base_product_standard,5.44,5.44,PLN
5901477133299,1,variant_standard,8.43,8.43,PLN
5901477133299,,base_product_standard,8.43,8.43,PLN
5901477133251,1,variant_standard,1.39,1.39,PLN
5901477133251,,base_product_standard,1.39,1.39,PLN
5901477130915,1,variant_standard,7.55,7.55,PLN
5901477130915,,base_product_standard,7.55,7.55,PLN
5901477131547,1,variant_standard,11,11,PLN
5901477131547,,base_product_standard,11,11,PLN
5901477131592,1,variant_standard,19.83,19.83,PLN
5901477131592,,base_product_standard,19.83,19.83,PLN
5901477131608,1,variant_standard,20.28,20.28,PLN
5901477131608,,base_product_standard,20.28,20.28,PLN
5901477116636,1,variant_standard,11.2,11.2,PLN
5901477116636,,base_product_standard,11.2,11.2,PLN
5901477116650,1,variant_standard,16.13,16.13,PLN
5901477116650,,base_product_standard,16.13,16.13,PLN
5901477116674,1,variant_standard,3.58,3.58,PLN
5901477116674,,base_product_standard,3.58,3.58,PLN
5901477133046,1,variant_standard,2.61,2.61,PLN
5901477133046,,base_product_standard,2.61,2.61,PLN
5901477132056,1,variant_standard,4.35,4.35,PLN
5901477132056,,base_product_standard,4.35,4.35,PLN
5901477117367,1,variant_standard,5.22,5.22,PLN
5901477117367,,base_product_standard,5.22,5.22,PLN
5901477117374,1,variant_standard,3.5,3.5,PLN
5901477117374,,base_product_standard,3.5,3.5,PLN
5901477117381,1,variant_standard,5.74,5.74,PLN
5901477117381,,base_product_standard,5.74,5.74,PLN
5901477117398,1,variant_standard,6.96,6.96,PLN
5901477117398,,base_product_standard,6.96,6.96,PLN
5901477121869,1,variant_standard,3.05,3.05,PLN
5901477121869,,base_product_standard,3.05,3.05,PLN
5901477121876,1,variant_standard,3.88,3.88,PLN
5901477121876,,base_product_standard,3.88,3.88,PLN
5901477121883,1,variant_standard,5.18,5.18,PLN
5901477121883,,base_product_standard,5.18,5.18,PLN
5901477121890,1,variant_standard,5.81,5.81,PLN
5901477121890,,base_product_standard,5.81,5.81,PLN
5901477121906,1,variant_standard,4.96,4.96,PLN
5901477121906,,base_product_standard,4.96,4.96,PLN
5901477133688,1,variant_standard,10.16,10.16,PLN
5901477133688,,base_product_standard,10.16,10.16,PLN
5901477121913,1,variant_standard,8.55,8.55,PLN
5901477121913,,base_product_standard,8.55,8.55,PLN
5901477121920,1,variant_standard,13.05,13.05,PLN
5901477121920,,base_product_standard,13.05,13.05,PLN
5901477121937,1,variant_standard,4.84,4.84,PLN
5901477121937,,base_product_standard,4.84,4.84,PLN
5901477128318,1,variant_standard,7.1,7.1,PLN
5901477128318,,base_product_standard,7.1,7.1,PLN
5901477128325,1,variant_standard,10.22,10.22,PLN
5901477128325,,base_product_standard,10.22,10.22,PLN
5901477128332,1,variant_standard,12.8,12.8,PLN
5901477128332,,base_product_standard,12.8,12.8,PLN
5901477121609,1,variant_standard,0.72,0.72,PLN
5901477121609,,base_product_standard,0.72,0.72,PLN
5901477121616,1,variant_standard,0.79,0.79,PLN
5901477121616,,base_product_standard,0.79,0.79,PLN
5901477121623,1,variant_standard,0.25,0.25,PLN
5901477121623,,base_product_standard,0.25,0.25,PLN
5901477121630,1,variant_standard,0.24,0.24,PLN
5901477121630,,base_product_standard,0.24,0.24,PLN
5901477121647,1,variant_standard,1.58,1.58,PLN
5901477121647,,base_product_standard,1.58,1.58,PLN
5901477121654,1,variant_standard,1.25,1.25,PLN
5901477121654,,base_product_standard,1.25,1.25,PLN
5901477121661,1,variant_standard,0.29,0.29,PLN
5901477121661,,base_product_standard,0.29,0.29,PLN
5901477121678,1,variant_standard,0.3,0.3,PLN
5901477121678,,base_product_standard,0.3,0.3,PLN
5901477121685,1,variant_standard,1.54,1.54,PLN
5901477121685,,base_product_standard,1.54,1.54,PLN
5901477121692,1,variant_standard,1.69,1.69,PLN
5901477121692,,base_product_standard,1.69,1.69,PLN
5901477121708,1,variant_standard,5.34,5.34,PLN
5901477121708,,base_product_standard,5.34,5.34,PLN
5901477121715,1,variant_standard,0.63,0.63,PLN
5901477121715,,base_product_standard,0.63,0.63,PLN
5901477121722,1,variant_standard,0.63,0.63,PLN
5901477121722,,base_product_standard,0.63,0.63,PLN
5901477128301,1,variant_standard,0.28,0.28,PLN
5901477128301,,base_product_standard,0.28,0.28,PLN
5901477117077,1,variant_standard,0.18,0.18,PLN
5901477117077,,base_product_standard,0.18,0.18,PLN
5901477117084,1,variant_standard,0.18,0.18,PLN
5901477117084,,base_product_standard,0.18,0.18,PLN
5901477117091,1,variant_standard,0.19,0.19,PLN
5901477117091,,base_product_standard,0.19,0.19,PLN
5901477117107,1,variant_standard,0.23,0.23,PLN
5901477117107,,base_product_standard,0.23,0.23,PLN
5901477117114,1,variant_standard,0.27,0.27,PLN
5901477117114,,base_product_standard,0.27,0.27,PLN
5901477143205,1,variant_standard,0.22,0.22,PLN
5901477143205,,base_product_standard,0.22,0.22,PLN
5901477117138,1,variant_standard,0.21,0.21,PLN
5901477117138,,base_product_standard,0.21,0.21,PLN
5901477117145,1,variant_standard,0.24,0.24,PLN
5901477117145,,base_product_standard,0.24,0.24,PLN
5901477117152,1,variant_standard,0.27,0.27,PLN
5901477117152,,base_product_standard,0.27,0.27,PLN
5901477117169,1,variant_standard,0.16,0.16,PLN
5901477117169,,base_product_standard,0.16,0.16,PLN
5901477117176,1,variant_standard,0.16,0.16,PLN
5901477117176,,base_product_standard,0.16,0.16,PLN
5901477143212,1,variant_standard,0.21,0.21,PLN
5901477143212,,base_product_standard,0.21,0.21,PLN
5901477117190,1,variant_standard,0.27,0.27,PLN
5901477117190,,base_product_standard,0.27,0.27,PLN
5901477117206,1,variant_standard,0.31,0.31,PLN
5901477117206,,base_product_standard,0.31,0.31,PLN
5901477117213,1,variant_standard,0.19,0.19,PLN
5901477117213,,base_product_standard,0.19,0.19,PLN
5901477117220,1,variant_standard,0.22,0.22,PLN
5901477117220,,base_product_standard,0.22,0.22,PLN
5901477117237,1,variant_standard,0.21,0.21,PLN
5901477117237,,base_product_standard,0.21,0.21,PLN
5901477117251,1,variant_standard,0.27,0.27,PLN
5901477117251,,base_product_standard,0.27,0.27,PLN
5901477117268,1,variant_standard,0.34,0.34,PLN
5901477117268,,base_product_standard,0.34,0.34,PLN
5901477117282,1,variant_standard,0.38,0.38,PLN
5901477117282,,base_product_standard,0.38,0.38,PLN
5901477117299,1,variant_standard,0.46,0.46,PLN
5901477117299,,base_product_standard,0.46,0.46,PLN
5901477117305,1,variant_standard,0.64,0.64,PLN
5901477117305,,base_product_standard,0.64,0.64,PLN
5901477117312,1,variant_standard,0.72,0.72,PLN
5901477117312,,base_product_standard,0.72,0.72,PLN
5901477117329,1,variant_standard,0.26,0.26,PLN
5901477117329,,base_product_standard,0.26,0.26,PLN
5901477117336,1,variant_standard,0.29,0.29,PLN
5901477117336,,base_product_standard,0.29,0.29,PLN
5901477117343,1,variant_standard,0.29,0.29,PLN
5901477117343,,base_product_standard,0.29,0.29,PLN
5901477117350,1,variant_standard,0.36,0.36,PLN
5901477117350,,base_product_standard,0.36,0.36,PLN
5901477122910,1,variant_standard,1.31,1.31,PLN
5901477122910,,base_product_standard,1.31,1.31,PLN
5901477122200,1,variant_standard,24.69,24.69,PLN
