handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand,geko_category_id,geko_category_name,geko_category_path,mapping_timestamp
product_835a3794-65e7-bedc-aed5-c926e25b3874,Variant,,,,,,,,,TRUE,,,InStock,,,,,"16"" direita - G00100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_835a3794-65e7-bedc-aed5-c926e25b3874,Variant,,,,,,,,,TRUE,,,InStock,,,,,"16"" esquerda - G00101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_460ca3ee-8407-f3c2-4b62-a7d315b9b209,Product,Gadanha Mato,<p>Cor:&nbsp; Melalizado</p><p>Material: Metal</p><p>Embalagem: stiker</p><p>Quantidade mínima de compra 1 unidade</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_51bbdfbd38f04285ada27cc8510d6184~mv2.jpg,,,,25.6,,FALSE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,"16"" esquerda - G00103;16"" direita - G00102;18"" esquerda - G00105;18"" direita - G00104",,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>NACIONAL</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.644868
product_460ca3ee-8407-f3c2-4b62-a7d315b9b209,Variant,,,,,,,,,TRUE,,,InStock,,,,,"16"" direita - G00102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_460ca3ee-8407-f3c2-4b62-a7d315b9b209,Variant,,,,,,,,1.3,TRUE,,,InStock,,,,,"18"" esquerda - G00105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_460ca3ee-8407-f3c2-4b62-a7d315b9b209,Variant,,,,,,,,,TRUE,,,InStock,,,,,"16"" esquerda - G00103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_460ca3ee-8407-f3c2-4b62-a7d315b9b209,Variant,,,,,,,,1.3,TRUE,,,InStock,,,,,"18"" direita - G00104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a39c6d9d-e5f0-09ad-151e-b620be8c6522,Product,Enxó,<p>Cor:&nbsp; Melalizado</p><p>Material: Metal</p><p>Embalagem: stiker</p><p>Quantidade mínima de compra 1 unidade</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_082092874f384837895b5027433a3def~mv2.jpg,,,,24.2,,TRUE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,Nº1 - E01100;Nº2 - E01101,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>NACIONAL</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.645017
product_a39c6d9d-e5f0-09ad-151e-b620be8c6522,Variant,,,,,,,,,TRUE,,,InStock,,,,,Nº1 - E01100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a39c6d9d-e5f0-09ad-151e-b620be8c6522,Variant,,,,,,,,0.25,TRUE,,,InStock,,,,,Nº2 - E01101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_17720511-2e86-1221-51d7-ed04022869d2,Product,Catana,<p>Cor:&nbsp; Melalizado</p><p>Material: Metal</p><p>Embalagem: stiker</p><p>Quantidade mínima de compra 1 unidade</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_bb2ca8f02e794301bf601cb5d9334005~mv2.jpg,,,,11.1,,TRUE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,"12"";14"" - C03503;16"" - C03502;18"";21"";16"" - especial;16"" - Bellota - C02440",,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>NACIONAL</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.645150
product_17720511-2e86-1221-51d7-ed04022869d2,Variant,,,,,,,,0.5,TRUE,,,InStock,,,,,"14"" - C03503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_17720511-2e86-1221-51d7-ed04022869d2,Variant,,,,,,,,2.8,TRUE,,,InStock,,,,,"16"" - especial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_17720511-2e86-1221-51d7-ed04022869d2,Variant,,,,,,,,2.8,TRUE,,,InStock,,,,,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_17720511-2e86-1221-51d7-ed04022869d2,Variant,,,,,,,,3.05,TRUE,,,InStock,,,,,"21""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_17720511-2e86-1221-51d7-ed04022869d2,Variant,,,,,,,,2,TRUE,,,InStock,,,,,"16"" - C03502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_17720511-2e86-1221-51d7-ed04022869d2,Variant,,,,,,,,,FALSE,,,InStock,,,,,"16"" - Bellota - C02440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_17720511-2e86-1221-51d7-ed04022869d2,Variant,,,,,,,,,TRUE,,,InStock,,,,,"12""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a44b87d8-9ddc-4e34-770d-f74035b3213a,Product,Podão Vinha,<p>Cor:&nbsp; Melalizado</p><p>Material: Metal</p><p>Embalagem: stiker</p><p>Quantidade mínima de compra 1 unidade</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_9094f1e24b2241e28428372d22c8cacd~mv2.jpg,,,,12.99,,FALSE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,110x220x230cm - P03311,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>NACIONAL</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.645260
product_a44b87d8-9ddc-4e34-770d-f74035b3213a,Variant,,,,,,,,,TRUE,,,InStock,,,,,110x220x230cm - P03311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_687d2d93-25b4-5ec2-20b4-66e299e829b1,Product,Podão para Banana,<p>Cor:&nbsp; Melalizado</p><p>Material: Metal</p><p>Embalagem: stiker</p><p>Quantidade mínima de compra 1 unidade</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_e0af89bb51de453ea74a99e0c11a83b2~mv2.jpg,,,,8.4,,FALSE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,Nº1 - P03308;Nº2  - P03309;Nº3 - P03310,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>NACIONAL</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.645299
product_687d2d93-25b4-5ec2-20b4-66e299e829b1,Variant,,,,,,,,0.4,TRUE,,,InStock,,,,,Nº2  - P03309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_687d2d93-25b4-5ec2-20b4-66e299e829b1,Variant,,,,,,,,0.8,TRUE,,,InStock,,,,,Nº3 - P03310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_687d2d93-25b4-5ec2-20b4-66e299e829b1,Variant,,,,,,,,,TRUE,,,InStock,,,,,Nº1 - P03308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0ab143dc-c644-7b07-3951-f84bd8b34a31,Product,Podão Poda Horticolas,<p>Cor:&nbsp; Melalizado</p><p>Material: Metal</p><p>Embalagem: stiker</p><p>Quantidade mínima de compra 1 unidade</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_430d03e785264caba7958212ec050b40~mv2.jpg,,,,8.4,,FALSE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,Nº1 100X20X70cm - P03300;Nº2 120X25X80cm - P03301;130X30X90cm - P03302,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>NACIONAL</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.645354
product_0ab143dc-c644-7b07-3951-f84bd8b34a31,Variant,,,,,,,,,TRUE,,,InStock,,,,,Nº1 100X20X70cm - P03300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0ab143dc-c644-7b07-3951-f84bd8b34a31,Variant,,,,,,,,0.8,TRUE,,,InStock,,,,,130X30X90cm - P03302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0ab143dc-c644-7b07-3951-f84bd8b34a31,Variant,,,,,,,,0.4,TRUE,,,InStock,,,,,Nº2 120X25X80cm - P03301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8dc6d6d7-1297-a473-bef7-52a0ecf9911f,Product,Podão Leiria Aberto,<p>Cor:&nbsp; Melalizado</p><p>Material: Metal</p><p>Embalagem: stiker</p><p>Quantidade mínima de compra 1 unidade</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_646b212c753e4d21a46021d3c88bfc32~mv2.jpg,,,,13.4,,FALSE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,265x35x90cm - P03300,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>NACIONAL</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.645451
product_8dc6d6d7-1297-a473-bef7-52a0ecf9911f,Variant,,,,,,,,,TRUE,,,InStock,,,,,265x35x90cm - P03300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e9ac1cba-3b83-f5ae-8dcf-7e0b5efdc31a,Product,Podão Leiria 2 Cortes,<p>Cor:&nbsp; Melalizado</p><p>Material: Metal</p><p>Embalagem: stiker</p><p>Quantidade mínima de compra 1 unidade</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_14281e890c404ee38b256b0371e38160~mv2.jpg,,,,11.8,,FALSE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,Nº0 125X25X130cm - PO33O3;Nº1 180X30X175cm - P03304;Nº2 205X35X180cm - P03305;Nº3 230X40x205cm - P03306,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>NACIONAL</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.645550
product_e9ac1cba-3b83-f5ae-8dcf-7e0b5efdc31a,Variant,,,,,,,,,TRUE,,,InStock,,,,,Nº0 125X25X130cm - PO33O3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e9ac1cba-3b83-f5ae-8dcf-7e0b5efdc31a,Variant,,,,,,,,1.7,TRUE,,,InStock,,,,,Nº3 230X40x205cm - P03306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e9ac1cba-3b83-f5ae-8dcf-7e0b5efdc31a,Variant,,,,,,,,1.3,TRUE,,,InStock,,,,,Nº2 205X35X180cm - P03305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e9ac1cba-3b83-f5ae-8dcf-7e0b5efdc31a,Variant,,,,,,,,0.9,TRUE,,,InStock,,,,,Nº1 180X30X175cm - P03304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c1f730a0-6ea0-e01e-f98e-4922d2ac033d,Product,Foice Mira,<p>Cor:&nbsp; Melalizado</p><p>Material: Metal</p><p>Embalagem: stiker</p><p>Quantidade mínima de compra 1 unidade</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_b5ad7e59e3ba4dc4bda9e81bdb534a47~mv2.jpg,,,,12.4,,FALSE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,285x60x80cm - FC1100,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>NACIONAL</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.645629
product_c1f730a0-6ea0-e01e-f98e-4922d2ac033d,Variant,,,,,,,,,TRUE,,,InStock,,,,,285x60x80cm - FC1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bbb75112-b882-06f5-0af3-73f42c51bffc,Product,Foice Barreiro,<p>Cor:&nbsp; Melalizado</p><p>Material: Metal</p><p>Embalagem: stiker</p><p>Quantidade mínima de compra 1 unidade</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_9fff6a5a2d14411085cf493e402d58da~mv2.jpg,,,,9.7,,FALSE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,Nº1 105X30x110cm - FC0100;Nº2 135X35X145cm - FC0101;Nº3 175x40x190cm - FC0102;Nº4 190X45X205cm - FC0103,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>NACIONAL</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.645693
product_bbb75112-b882-06f5-0af3-73f42c51bffc,Variant,,,,,,,,1.35,TRUE,,,InStock,,,,,Nº2 135X35X145cm - FC0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bbb75112-b882-06f5-0af3-73f42c51bffc,Variant,,,,,,,,2.95,TRUE,,,InStock,,,,,Nº3 175x40x190cm - FC0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bbb75112-b882-06f5-0af3-73f42c51bffc,Variant,,,,,,,,,TRUE,,,InStock,,,,,Nº1 105X30x110cm - FC0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bbb75112-b882-06f5-0af3-73f42c51bffc,Variant,,,,,,,,3.7,TRUE,,,InStock,,,,,Nº4 190X45X205cm - FC0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_daed215a-ff85-0833-3a86-af8f6d77f969,Product,Foice Leiria com Peta,<p>Cor:&nbsp; Melalizado</p><p>Material: Metal</p><p>Embalagem: stiker</p><p>Quantidade mínima de compra 1 unidade</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_bdcea10f58544f7e9ba9d10908e3df5b~mv2.jpg,,,,12.4,,FALSE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,Nº1 190x35x180cm - FC0800;Nº2 210x40x190cm - FC0801;Nº3 200x50x225cm - FC0802,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>NACIONAL</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.645764
product_daed215a-ff85-0833-3a86-af8f6d77f969,Variant,,,,,,,,,TRUE,,,InStock,,,,,Nº1 190x35x180cm - FC0800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_daed215a-ff85-0833-3a86-af8f6d77f969,Variant,,,,,,,,1,TRUE,,,InStock,,,,,Nº3 200x50x225cm - FC0802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_daed215a-ff85-0833-3a86-af8f6d77f969,Variant,,,,,,,,0.62,TRUE,,,InStock,,,,,Nº2 210x40x190cm - FC0801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_35fc44e7-8dc4-ecba-28de-222afc5f1d94,Product,Foice Meia lua com Galho,<p>Cor:&nbsp; Melalizado</p><p>Material: Metal</p><p>Embalagem: stiker</p><p>Quantidade mínima de compra 1 unidade</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_69758b66c5fa4e68be0058a7666ececa~mv2.jpg,,,,13.4,,FALSE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,Nº1 210X30x230cm - FC1000;Nº2 250x35x260cm - FC1001;Nº3 285x40x270cm - FC1002,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>NACIONAL</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.645846
product_35fc44e7-8dc4-ecba-28de-222afc5f1d94,Variant,,,,,,,,,TRUE,,,InStock,,,,,Nº1 210X30x230cm - FC1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_35fc44e7-8dc4-ecba-28de-222afc5f1d94,Variant,,,,,,,,1.2,TRUE,,,InStock,,,,,Nº2 250x35x260cm - FC1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_35fc44e7-8dc4-ecba-28de-222afc5f1d94,Variant,,,,,,,,2.9,TRUE,,,InStock,,,,,Nº3 285x40x270cm - FC1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a18feb67-0b8c-711a-33f8-6e63aa63f4a5,Product,Foice Meia lua,<p>Cor:&nbsp; Melalizado</p><p>Material: Metal</p><p>Embalagem: stiker</p><p>Quantidade mínima de compra 1 unidade</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_ddaeff4927e64c0c96e2b06edd7bf410~mv2.jpg,,,,12.3,,FALSE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,Nº1 210X30x180cm - FC0900;Nº2 250X35X200cm - FC0901;Nº3 285X40X220cm - FC0902,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>NACIONAL</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.645913
product_a18feb67-0b8c-711a-33f8-6e63aa63f4a5,Variant,,,,,,,,1.2,TRUE,,,InStock,,,,,Nº2 250X35X200cm - FC0901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a18feb67-0b8c-711a-33f8-6e63aa63f4a5,Variant,,,,,,,,,TRUE,,,InStock,,,,,Nº1 210X30x180cm - FC0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a18feb67-0b8c-711a-33f8-6e63aa63f4a5,Variant,,,,,,,,2.7,TRUE,,,InStock,,,,,Nº3 285X40X220cm - FC0902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_968fffff-0884-4b0a-a703-05b2bcc6ffe8,Product,Foice Limpa Caldas,<p>Cor:&nbsp; Melalizado</p><p>Material: Metal</p><p>Embalagem: stiker</p><p>Quantidade mínima de compra 1 unidade</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_225ad1ee56f441538aa76c9ade5f9f20~mv2.jpg,,,,13.2,,FALSE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,220x40x210cm - FC1200,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>NACIONAL</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.646028
product_968fffff-0884-4b0a-a703-05b2bcc6ffe8,Variant,,,,,,,,,TRUE,,,InStock,,,,,220x40x210cm - FC1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c2aa12cd-c674-ec7b-7169-42a1a3bcb117,Product,Foice Douro Limpa,<p>Cor:&nbsp; Melalizado</p><p>Material: Metal</p><p>Embalagem: stiker</p><p>Quantidade mínima de compra 1 unidade</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_4f14ad95d01748bf9f125a7209dea535~mv2.jpg,,,,11.85,,FALSE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,Nº3.0 - FC0400;Nº2.0 - FC0401;Nº0 - FC0402;Nº1 - FC0403;Nº2 - FC0404;Nº3 - FC0405,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>NACIONAL</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.646079
product_c2aa12cd-c674-ec7b-7169-42a1a3bcb117,Variant,,,,,,,,2.15,TRUE,,,InStock,,,,,Nº1 - FC0403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c2aa12cd-c674-ec7b-7169-42a1a3bcb117,Variant,,,,,,,,3.5,TRUE,,,InStock,,,,,Nº3 - FC0405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c2aa12cd-c674-ec7b-7169-42a1a3bcb117,Variant,,,,,,,,2.7,TRUE,,,InStock,,,,,Nº2 - FC0404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c2aa12cd-c674-ec7b-7169-42a1a3bcb117,Variant,,,,,,,,,TRUE,,,InStock,,,,,Nº3.0 - FC0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c2aa12cd-c674-ec7b-7169-42a1a3bcb117,Variant,,,,,,,,0.55,TRUE,,,InStock,,,,,Nº2.0 - FC0401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c2aa12cd-c674-ec7b-7169-42a1a3bcb117,Variant,,,,,,,,1.35,TRUE,,,InStock,,,,,Nº0 - FC0402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f78d4b12-116a-d906-3787-57559074eb9d,Product,Foice Douro,<p>Cor:&nbsp; Melalizado</p><p>Material: Metal</p><p>Embalagem: stiker</p><p>Quantidade mínima de compra 1 unidade</p><p>Preço especial na compra de quantidades maiores</p><p>&nbsp;</p><p>&nbsp;</p>,55dd72_89b678853ad54b5395ab564430f7d16d~mv2.jpg,,,,10.4,,FALSE,PERCENT,0,InStock,,,Medidas,DROP_DOWN,Nº3.0 - FC0300;Nº2.0 - FC0301;Nº0 - FC0302;Nº1 - FC0303;Nº2 - FC0304;Nº3 - FC0305,,,,,,,,,,,,,,,,INFORMAÇÕES DO PRODUTO,"<p>NACIONAL</p>
",ENCOMENDA,"<p>O preço apresentado é referente a uma unidade. O valor total será calculado após envio da encomenda, estando&nbsp; dependente da quantidade mínima obrigatória. <span><span>Preços válidos salvo ruptura de stock, erro tipográfico ou fotográfico.</span></span></p>
",,,,,,,,,,,,,,,HARDMAN,110012,General Tools,Tools for The Workshop and Garage\General Tools,2025-06-27T13:51:14.646198
product_f78d4b12-116a-d906-3787-57559074eb9d,Variant,,,,,,,,0.5,TRUE,,,InStock,,,,,Nº2.0 - FC0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f78d4b12-116a-d906-3787-57559074eb9d,Variant,,,,,,,,2.1,TRUE,,,InStock,,,,,Nº1 - FC0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
